"id","name","cases","value"
208,Sant Feliu de Guíxols,55,15.3
209,Sant Feliu de Llobregat 1 - El Pla,41,22.9
210,Sant Feliu de Llobregat 2 - Rambla,72,26.8
211,Navarcles - Sant Fruitós de Bages,111,46.6
212,Sant Hipòlit de Voltregà,41,57.2
213,Sant Joan Despí 1,52,29.3
214,Sant Joan Despí 2 - Les Planes,41,30.4
215,Sant Joan de Vilatorrada,78,59.1
216,Sant Just Desvern,86,46
217,Sant Quirze de Besora,24,44.1
218,Sant Sadurní d'Anoia,124,53.1
219,Sant Vicenç de Castellet,42,27.5
221,Santa Coloma de Farners,49,31.2
222,Santa Coloma de Gramenet 1 - Can Mariner,120,51.1
223,Santa Coloma de Gramenet 2 - Llatí,99,72.3
224,Santa Coloma de Gramenet 3 - Singuerlín,181,90.6
225,Santa Coloma de Gramenet 4-Riu Nord-Riu Sud,155,63.6
226,Santa Coloma de Gramenet  5 - Santa Rosa,98,48.6
228,Santa Coloma de Queralt,10,23.6
229,Santa Margarida de Montbui,80,84.8
230,Santa Perpètua de la Mogoda,94,41.2
231,Sarrià de Ter,52,39.7
232,Seròs,26,29.3
233,La Seu d'Urgell,34,20
234,Sils/Vidreres/Maçanet de la Selva,56,26.1
235,Sitges,56,20.6
236,El Solsonès,9,7
237,Súria,24,23.2
238,Santa Eugènia de Berga,99,55.8
239,Tarragona 1 - Bonavista-La Canonja,17,13.2
240,Tarragona 2 - La Granja-Torreforta,62,27.5
241,Tarragona 3 - Jaume I,64,19.8
242,Tarragona 4,17,10.8
243,Tarragona 5 - Sant Pere i Sant Pau,29,19.3
244,Tarragona 6 - Tarragonès,47,23.5
245,Tàrrega,85,34.7
246,Terra Alta,4,2.9
247,Terrassa A - Sant Llàtzer,239,54.5
248,Terrassa B - Est,90,39.4
249,Terrassa C - Antoni Creus,40,37.5
250,Terrassa D - Oest,129,43.1
251,Terrassa E - Rambla,260,40.8
252,Terrassa F - Nord,226,56.4
253,Tona,51,40
254,Vall del Ges,83,42.9
255,Tortosa 1 Est - El Temple,24,9.8
256,Tortosa 2 - Oest,32,13.2
257,Torredembarra,61,16.6
258,Torroella de Montgrí,13,8.3
259,Tremp,17,19.1
260,Ulldecona,3,2.4
261,Vallirana,66,29.1
262,Alt Camp Est,19,15.3
263,Valls Urbà,45,16.5
265,Viladecans 1,131,58.8
266,Viladecans 2,184,90
267,Vilafant,39,27.6
269,Vilanova del Camí,91,77.6
271,Vilassar de Mar,75,29.1
272,Badalona 1 - Martí i Julià,79,60.3
273,Badalona 2 - Centre-Dalt la Vila,85,46
274,Badalona 3 - Progrés-Raval,95,46.1
275,Badalona 4 - Gorg,47,35.5
276,Badalona 5 - Sant Roc,77,44.8
277,Badalona 6 - Llefià,168,67.2
279,Badalona 8 - Nova Lloreda,72,45.7
280,Badalona  9 - Apenins-Montigalà,110,60.7
281,Badalona 10 - Nova Lloreda,55,53.7
282,Badalona 11 - Bufalà-Canyet,125,58.2
283,Badalona 12 - Morera-Pomar,64,51.8
284,Granollers 1 Oest - Canovelles,49,22.7
285,Granollers 2 Nord - Les Franqueses,74,26.7
286,Granollers 3 - Centre Est,108,35.9
287,Granollers 4 Sud - Sant Miquel,51,31.1
288,L'Hospitalet de Llobregat 1 - Centre,179,57.4
289,L'Hospitalet de Llobregat 2 -S.Josep,161,66.1
290,L'Hospitalet de Llobregat 3 - Collblanc,113,44.6
291,L'Hospitalet de Llobregat 4 Torrassa,118,43
292,L'Hospitalet de Llobregat 5-S.Eulàlia N.,155,75
293,L'Hospitalet de Llobregat 6-S.Eulàlia S.,188,77.6
294,L'Hospitalet de Llobregat 7-Florida N.,104,48
295,L'Hospitalet de Llobregat 8-Florida S.,97,42.1
296,L'Hospitalet de Llobregat 9-Pubilla C.,107,36.8
297,L'Hospitalet de Llobregat 10 - C.Serra,87,66.6
298,L'Hospitalet de Llobregat 11 - Gornal,47,55.8
299,L'Hospitalet de Llobregat 12 (Bellvitge),178,64.4
300,La Llagosta,42,29.1
303,Reus 1 - Sant Pere,48,35.4
304,Reus 1 - Sant Pere,81,29.6
305,Reus 3 - Llibertat,80,35.4
306,Reus 4 - Horts de Miró,67,33.1
307,Reus 5 - Barri Fortuny,105,41.3
309,Rubí 1,89,31.7
310,Rubí 2 - Anton Borja,118,47
311,Sant Adrià Del Besòs 1 - Dr. Barraquer,166,80.6
312,Sant Adrià Del Besòs 2 - La Mina,41,28.2
314,Baix Penedès - Interior,60,41.9
315,Vall del Tenes,109,31.5
316,Vilanova i La Geltrú 1,66,26.1
317,Vilanova i La Geltrú 2,61,24.6
319,Montgat - Tiana,95,51.1
320,Barberà del Vallès,213,72.8
322,Badia del Vallès,60,43.7
324,Vandellòs i L'Hospitalet de L'Infant,14,23.7
325,Pineda de Mar,42,13.5
326,Barcelona 7G - Guinardó,208,59.9
327,Barcelona 8I - Xafarines,117,61.3
328,L'Aldea - Camarles - L'Ampolla,4,2.9
329,Lleida Rural 2-Sud,19,24.5
330,Breda - Hostalric,39,30.5
331,Barcelona 10J - Verneda Sud,67,26
333,Alt Camp Oest,5,8.3
334,Almacelles,15,14.5
335,Sant Andreu De Llavaneres,63,34
336,Tordera,24,13.5
337,Capellades,80,74.8
338,Piera,79,46.3
339,Salou,40,18.8
340,Vila-Seca,69,47.8
341,Badalona 7A - Gran Sol,108,56.4
342,Badalona 7B - La Salut,82,46.5
343,Ribes De Freser-Campdevànol,23,37.3
344,Sabadell 4A - Concòrdia,73,47.3
345,Sabadell 4B - Can Rull,133,61.4
346,Sant Joan Les Fonts,20,38.9
347,Vall d'En Bas,19,29.1
348,Mollet del Vallès 1 - Est,185,68.9
349,Mollet del Vallès 2 - Oest,160,72.3
350,Vic 1 - Nord,159,60.4
351,Vic 2 - Sud (El Remei),121,51.5
352,Tarragona 7 - Sant Salvador,59,68
353,Vilassar de Dalt,39,22.4
354,La Selva del Camp,26,37
355,La Roca del Vallès,25,24
356,Terrassa G - Sud,87,36.3
357,Calafell,47,18.8
358,Barcelona 6E - La Salut,105,40.1
359,Cubelles-Cunit,64,23
360,Martorell Rural,99,42.1
361,El Masnou-Alella,102,40.2
362,Ocata-Teià,39,25.5
363,Sant Quirze del Vallès,202,136.6
364,Tarragona 8 - Muralles,18,10.7
365,Castelldefels 1 - El Castell,114,33.1
366,Castelldefels 2 - Can Bou,68,25.4
367,Pallejà,57,57.9
368,Santa Coloma de Gramenet 6,87,45
369,Corbera de Llobregat,49,31.8
370,Abrera,37,40.9
371,Igualada-1,154,73.2
372,Igualada-2,155,75.5
373,Begues,25,43.3
374,Sant Vicenç dels Horts 1 - Vila Vella,78,37.5
375,Sant Vicenç dels Horts  2 - El Serral,41,36.2
376,Alt Mogent,106,52
377,Roda de Ter,40,38.3
378,Rubí -3,93,79.8
379,Lleida 7 Onze de Setembre,64,37.3
380,Vilanova i La Geltrú 3,89,44.7
381,Montcada i Reixac - 1,107,48
382,Montcada i Reixac - 2,49,43.8
383,Barcelona 3H - La Marina,102,50.7
384,Cerdanyola-Ripollet,49,37.2
385,Barcelona 8J - Cotxeres,167,59.6
386,Ripollet 1 - Pinetons,75,45.6
387,Ripollet 2 - Centre,51,39.9
388,Sant Cugat del Vallès-1,121,41.6
389,Sant Cugat del Vallès-2,133,42.7
390,Sant Cugat del Vallès-3,86,39.9
391,Palau-Solità i Plegamans,73,54.2
392,Polinyà-Sentmenat,44,28.5
393,Ribes-Olivella,107,68.9
394,Roquetes-Canyelles,40,21.5
395,Barcelona  9H - CAP Sant Andreu,152,44.6
396,Barcelona 9I - CAP Casernes,162,62
397,Vilafranca del Penedès 1,92,44.8
398,Vilafranca del Penedès 2,64,32.1
399,Castellbisbal,52,47.1
400,Barcelona  3I -  Badal,130,46.6
401,Viladecans 3,176,86.8
402,Barcelona  8K - Porta,150,72.7
403,Barcelona  8L - Prosperitat-Verdum,229,71.1
