"id","name","cases","value"
076,Barcelona 10F - Camp de l'Arpa,115,42.9
077,Barcelona 10G - El Clot,60,23.1
078,Barcelona 10H - Sant Martí,65,27.8
079,Barcelona 10I - La Pau,44,32.5
080,Bàscara,7,13.8
081,Bellpuig,5,7.5
082,Berga,54,23
083,Besalú,13,19
084,La Bisbal d'Empordà,11,6.3
085,Blanes,49,12.2
086,Les Borges Blanques,29,18.3
087,Les Borges del Camp,3,4.7
088,Calaf,15,19.3
089,Caldes de Montbui,60,25.5
090,Calella,22,11.4
091,Cambrils,19,5.9
092,Camprodon,4,10
093,Canet de Mar,26,11.4
095,Cardedeu,48,23.7
096,Cardona,26,46.1
097,Castellar del Vallès,87,33.5
098,Montserrat,16,12.2
100,Cassà de la Selva,64,20.5
101,Celrà,17,18
102,Centelles,58,47.8
103,La Cerdanya,21,12.8
104,Cerdanyola del Vallès 1 - Serraparera,98,39
105,Cerdanyola del Vallès 2 - Canaletes-Fontetes,118,48.7
106,Cervera,63,30.6
107,Constantí,6,11.3
108,Cornellà de Llobregat 1 - Martí Julià,63,19.7
109,Cornellà de Llobregat 2 - St Ildefons,29,11
110,Cornellà de Llobregat 3 - Gavarra,22,15.4
111,Cornellà de Llobregat 4 -Jaume Soler,24,13.5
112,Cornudella de Montsant,-1,0.0
113,Deltebre,2,1
114,L'Escala,16,9.8
115,Esparraguera,53,20.6
116,Esplugues de Llobregat 1-Can Vidalet,26,13.7
117,Esplugues de Llobregat 2 - Lluís Millet,48,16.5
118,Falset,4,6.4
119,Figueres,54,11.7
120,Flix,6,6.5
121,La Garriga,61,20.6
122,Gavà 1,79,40.2
123,Gavà 2,116,45.5
124,Girona 1 - Santa Clara,77,33.1
125,Girona 2 - Can Gibert del Pla,102,33.3
126,Girona 3 - Montilivi,130,37.7
127,Girona 4 - Taialà,48,32.1
128,Baix Berguedà,15,11.2
129,La Granadella,7,23.5
130,Alt Berguedà,17,24.9
131,Anoia Rural,51,47.4
133,La Jonquera,9,12.9
134,Llançà,4,5.3
135,Lleida 1 Centre Històric-Rambla Ferran,27,14.9
136,Lleida 2 Primer de Maig,58,20.5
137,Lleida 3 Eixample,57,24.9
138,Lleida 4 Balàfia - Pardinyes,62,25.4
139,Lleida 5 Cappont,35,22.8
140,Lleida 6 Bordeta - Magraners,26,17.9
141,Lleida Rural 1 - Nord,35,15.1
142,Lloret de Mar,54,13.8
143,Malgrat de Mar,20,7.5
144,Manlleu,77,38.5
145,Manresa 1,39,17.4
146,Manresa 2 - Plaça Catalunya,44,18.7
147,Manresa 3,31,20.6
148,Manresa 4 - Sagrada Família,58,25
149,Martorell Urbà,102,37.8
150,Martorelles,44,29.6
152,Mataró 6 - Ronda Gatass,46,22.9
153,Mataró  2 - Centre,30,17
154,Mataró  3 - Rocafonda,22,12.3
155,Mataró 4 - Cirera Molins,50,22.6
156,Mataró 5 - Ronda Cerdanya,39,18.4
157,Mataró 6 - Ronda Gatassa,21,15
158,Mataró 7 - Ronda Prim,25,17.1
159,Moià,13,11.6
160,Molins de Rei,30,10.4
161,Pla d'Urgell,54,14.2
162,Montblanc,13,7.7
163,Mont-Roig del Camp,5,3.6
164,Montornès / Montmeló,128,42.6
165,Móra la Nova - Móra d'Ebre,4,2.6
166,El Morell,6,6
167,Navàs/Balsareny,23,21.5
168,Olesa de Montserrat,98,44.8
169,Alt Urgell-Sud,10,17.6
171,Olot,125,30.4
172,Palafrugell,44,14.6
173,Palamós,58,19.3
174,Pallars Sobirà,12,17.7
175,Parets del Vallès,92,56.8
176,Penedès Rural,39,11.4
177,Peralada,6,7.9
178,L'Ametlla de Mar - El Perelló,1,0.7
179,La Pobla de Segur,49,92.6
180,Alta Ribagorça,5,13.5
181,Ponts,4,10.6
182,El Prat de Llobregat 1 - Ramona Via,111,49.4
183,El Prat de Llobregat 2 - Sant Cosme I,193,61
184,El Prat de Llobregat 3 - Dr. Pujol Capçada,56,48.4
185,Lluçanès,12,17
186,Premià de Mar,89,22.8
187,Ripoll-Sant Joan de les Abadesses,41,25.3
188,Riudoms,7,5.9
189,Roses,22,6.5
190,Sabadell 1A - Centre,146,42.6
191,Sabadell 1B - Sant Oleguer,110,48.6
192,Sabadell 2 - Creu Alta,99,39.2
193,Sabadell 3A - Ca n'Oriac,170,82.8
194,Sabadell 3B - Nord,78,47.4
196,Sabadell  5 - Gràcia-Merinals,88,46.4
197,Sabadell 6 - Sud,169,55.4
198,Sabadell 7 - La Serra,29,35.5
199,Salt,120,33.3
200,Sallent,17,21
201,Sant Andreu de La Barca,67,26.3
202,Sant Boi de Llobregat 1 - Montclar,141,37.4
203,Sant Boi de Llobregat 2 - Molí Nou,73,33.3
204,Sant Boi de Llobregat 3 - Camps Blancs,63,56.2
205,Sant Boi de Llobregat 4 - Vinyets,64,29.1
206,Sant Carles de La Ràpita,6,2.5
207,Sant Celoni,46,13.6
208,Sant Feliu de Guíxols,37,10.3
209,Sant Feliu de Llobregat 1 - El Pla,18,10.1
210,Sant Feliu de Llobregat 2 - Rambla,43,16.3
211,Navarcles - Sant Fruitós de Bages,48,20.5
212,Sant Hipòlit de Voltregà,35,48.8
213,Sant Joan Despí 1,20,10.2
214,Sant Joan Despí 2 - Les Planes,22,16.1
215,Sant Joan de Vilatorrada,47,35.3
216,Sant Just Desvern,33,19.3
217,Sant Quirze de Besora,16,28.1
218,Sant Sadurní d'Anoia,34,15.1
219,Sant Vicenç de Castellet,26,16.5
221,Santa Coloma de Farners,36,23.9
222,Santa Coloma de Gramenet 1 - Can Mariner,72,30.7
223,Santa Coloma de Gramenet 2 - Llatí,73,48.9
224,Santa Coloma de Gramenet 3 - Singuerlín,107,54.5
225,Santa Coloma de Gramenet 4-Riu Nord-Riu Sud,122,49.8
226,Santa Coloma de Gramenet  5 - Santa Rosa,66,32.1
228,Santa Coloma de Queralt,9,19.8
229,Santa Margarida de Montbui,71,75.9
230,Santa Perpètua de la Mogoda,84,36.5
231,Sarrià de Ter,46,35.2
232,Seròs,13,15.5
233,La Seu d'Urgell,28,16.5
234,Sils/Vidreres/Maçanet de la Selva,33,15.3
235,Sitges,39,14.5
236,El Solsonès,8,6.6
237,Súria,16,16.6
238,Santa Eugènia de Berga,74,42
239,Tarragona 1 - Bonavista-La Canonja,9,6.8
240,Tarragona 2 - La Granja-Torreforta,24,10.1
241,Tarragona 3 - Jaume I,29,8.9
242,Tarragona 4,11,6.7
243,Tarragona 5 - Sant Pere i Sant Pau,15,10.2
244,Tarragona 6 - Tarragonès,21,10.6
245,Tàrrega,73,29.9
246,Terra Alta,5,3.9
247,Terrassa A - Sant Llàtzer,185,42.9
248,Terrassa B - Est,83,36.3
249,Terrassa C - Antoni Creus,28,25.7
250,Terrassa D - Oest,103,33.8
251,Terrassa E - Rambla,229,35.9
252,Terrassa F - Nord,176,42.8
253,Tona,42,33.8
254,Vall del Ges,55,28.8
255,Tortosa 1 Est - El Temple,22,9
256,Tortosa 2 - Oest,25,10.4
257,Torredembarra,34,9
258,Torroella de Montgrí,5,3.3
259,Tremp,13,13.8
260,Ulldecona,3,2.4
261,Vallirana,32,13.6
262,Alt Camp Est,9,7.3
263,Valls Urbà,32,11.7
265,Viladecans 1,113,50.7
266,Viladecans 2,136,64
267,Vilafant,22,15.4
269,Vilanova del Camí,78,66.3
271,Vilassar de Mar,50,19.3
272,Badalona 1 - Martí i Julià,54,41.5
273,Badalona 2 - Centre-Dalt la Vila,54,29.3
274,Badalona 3 - Progrés-Raval,89,43
275,Badalona 4 - Gorg,39,29.5
276,Badalona 5 - Sant Roc,62,35.7
277,Badalona 6 - Llefià,119,45.5
279,Badalona 8 - Nova Lloreda,56,35.6
280,Badalona  9 - Apenins-Montigalà,85,46.2
281,Badalona 10 - Nova Lloreda,46,44.5
282,Badalona 11 - Bufalà-Canyet,98,44
283,Badalona 12 - Morera-Pomar,61,49.6
284,Granollers 1 Oest - Canovelles,38,17.5
285,Granollers 2 Nord - Les Franqueses,56,20.1
286,Granollers 3 - Centre Est,81,26.7
287,Granollers 4 Sud - Sant Miquel,46,28.2
288,L'Hospitalet de Llobregat 1 - Centre,136,43.2
289,L'Hospitalet de Llobregat 2 -S.Josep,125,50.2
290,L'Hospitalet de Llobregat 3 - Collblanc,47,18
291,L'Hospitalet de Llobregat 4 Torrassa,57,20
292,L'Hospitalet de Llobregat 5-S.Eulàlia N.,122,58.4
293,L'Hospitalet de Llobregat 6-S.Eulàlia S.,151,61.8
294,L'Hospitalet de Llobregat 7-Florida N.,44,19.9
295,L'Hospitalet de Llobregat 8-Florida S.,45,19.5
296,L'Hospitalet de Llobregat 9-Pubilla C.,56,18.9
297,L'Hospitalet de Llobregat 10 - C.Serra,51,38.1
298,L'Hospitalet de Llobregat 11 - Gornal,35,41.9
299,L'Hospitalet de Llobregat 12 (Bellvitge),126,45.6
300,La Llagosta,41,28.5
303,Reus 1 - Sant Pere,4,3.2
304,Reus 1 - Sant Pere,11,3.9
305,Reus 3 - Llibertat,20,8.3
306,Reus 4 - Horts de Miró,13,6.3
307,Reus 5 - Barri Fortuny,10,4.2
309,Rubí 1,69,24.1
310,Rubí 2 - Anton Borja,47,18.4
311,Sant Adrià Del Besòs 1 - Dr. Barraquer,100,48.1
312,Sant Adrià Del Besòs 2 - La Mina,37,25.5
314,Baix Penedès - Interior,15,10.5
315,Vall del Tenes,81,23
316,Vilanova i La Geltrú 1,47,18.4
317,Vilanova i La Geltrú 2,40,16.2
319,Montgat - Tiana,64,32.9
320,Barberà del Vallès,112,36.4
322,Badia del Vallès,48,35
324,Vandellòs i L'Hospitalet de L'Infant,3,5.5
325,Pineda de Mar,22,7.2
326,Barcelona 7G - Guinardó,169,48.8
327,Barcelona 8I - Xafarines,94,49.6
328,L'Aldea - Camarles - L'Ampolla,7,5.5
329,Lleida Rural 2-Sud,15,19.2
330,Breda - Hostalric,21,16.9
331,Barcelona 10J - Verneda Sud,57,21.9
333,Alt Camp Oest,-1,0.0
334,Almacelles,5,5.3
335,Sant Andreu De Llavaneres,40,20.6
336,Tordera,9,5.1
337,Capellades,70,64.8
338,Piera,71,41.9
339,Salou,16,7
340,Vila-Seca,3,1.9
341,Badalona 7A - Gran Sol,88,46.3
342,Badalona 7B - La Salut,63,36.4
343,Ribes De Freser-Campdevànol,11,19.2
344,Sabadell 4A - Concòrdia,69,43.5
345,Sabadell 4B - Can Rull,119,54.9
346,Sant Joan Les Fonts,15,27.1
347,Vall d'En Bas,12,20
348,Mollet del Vallès 1 - Est,126,44.8
349,Mollet del Vallès 2 - Oest,135,61.2
350,Vic 1 - Nord,129,48.7
351,Vic 2 - Sud (El Remei),73,31.9
352,Tarragona 7 - Sant Salvador,7,7.2
353,Vilassar de Dalt,34,19.7
354,La Selva del Camp,4,5.7
355,La Roca del Vallès,24,23
356,Terrassa G - Sud,83,34.5
357,Calafell,20,7.7
358,Barcelona 6E - La Salut,95,36.3
359,Cubelles-Cunit,43,15.2
360,Martorell Rural,59,23
361,El Masnou-Alella,79,31.6
362,Ocata-Teià,28,18
363,Sant Quirze del Vallès,133,86.8
364,Tarragona 8 - Muralles,8,4.7
365,Castelldefels 1 - El Castell,89,25.9
366,Castelldefels 2 - Can Bou,51,19.1
367,Pallejà,27,26.1
368,Santa Coloma de Gramenet 6,51,27.8
369,Corbera de Llobregat,38,25.6
370,Abrera,16,14.2
371,Igualada-1,134,63.8
372,Igualada-2,136,65.9
373,Begues,20,33.5
374,Sant Vicenç dels Horts 1 - Vila Vella,47,22.5
375,Sant Vicenç dels Horts  2 - El Serral,23,20.8
376,Alt Mogent,63,30.9
377,Roda de Ter,33,31.6
378,Rubí -3,71,59.2
379,Lleida 7 Onze de Setembre,37,21.4
380,Vilanova i La Geltrú 3,30,14.6
381,Montcada i Reixac - 1,89,40
382,Montcada i Reixac - 2,43,38.6
383,Barcelona 3H - La Marina,75,37.1
384,Cerdanyola-Ripollet,41,31.9
385,Barcelona 8J - Cotxeres,130,46.1
386,Ripollet 1 - Centre,68,41.9
387,Ripollet 2 - Pinetons,49,38.6
388,Sant Cugat del Vallès-1,100,33.8
389,Sant Cugat del Vallès-2,104,32.9
390,Sant Cugat del Vallès-3,77,34.5
391,Palau-Solità i Plegamans,28,18.4
392,Polinyà-Sentmenat,41,26.8
393,Ribes-Olivella,25,13.4
394,Roquetes-Canyelles,22,11.9
395,Barcelona  9H - CAP Sant Andreu,131,38.5
396,Barcelona 9I - CAP Casernes,135,51.3
397,Vilafranca del Penedès 1,19,9.3
398,Vilafranca del Penedès 2,20,9.8
399,Castellbisbal,105,95.3
400,Barcelona  3I -  Badal,108,38.7
401,Viladecans 3,164,81.3
402,Barcelona  8K - Porta,114,55.3
403,Barcelona  8L - Prosperitat-Verdum,179,55.5
