"id","name","cases","value"
001,Agramunt,6,59.8
002,Alcarràs,19,109.1
003,Alfarràs/Almenar,12,70.5
004,Amposta,13,36
005,Anglès,11,39.3
007,Aran,31,174.4
008,Arbúcies/Sant Hilari,8,19.3
009,Arenys de Mar,36,116.7
010,Argentona,29,106.3
011,Artés,10,53.5
012,Artesa de Segre,2,20.2
013,El Vendrell,26,37.5
014,Balaguer,89,130.6
015,Banyoles,50,80.8
016,Barcelona 1A - Barceloneta,21,101.2
017,Barcelona 1B - Casc Antic,33,96.1
018,Barcelona 1C - Gòtic,15,57.1
019,Barcelona 1D - Raval Sud,32,70.8
020,Barcelona 1E - Raval Nord-Dr. Sayé,31,117.4
021,Barcelona 2A - Sant Antoni,118,188.3
022,Barcelona 2B - Via Roma,97,202.4
023,Barcelona 2C- Esq.Eix.-Comte Borrell,115,186.7
024,Barcelona 2D - Universitat,58,193
025,Barcelona 2E - Esq.Eixample-Casanova,83,159
027,Barcelona 2G - Dreta Eixample,59,149.1
028,Barcelona 2H - Passeig Sant Joan,51,106
029,Barcelona 2I - Sagrada Família,61,141.9
030,Barcelona 2J - Monumental,64,124.1
031,Barcelona 2K - Sagrada Família,69,157.2
032,Barcelona 3A - Les Hortes-Poble Sec,37,67.1
033,Barcelona 3B - Poble Sec-Montjuïc,65,126.8
034,Barcelona 3C - Dr. Carles Riba,63,197.4
035,Barcelona 3D - Bordeta,105,154.1
036,Barcelona 3E - Sants,69,181.2
038,Barcelona 3G - Numància,54,138.6
039,Barcelona 4A - Montnegre,67,128
040,Barcelona4B - Les Corts-Pedralbes,38,103
041,Barcelona 4C - Les Corts-Helios,67,141.2
042,Barcelona 5A - Marc Aureli,32,81.9
043,Barcelona 5B - Sant Elies,46,84.2
044,Barcelona  5C - Sarrià,35,68.1
045,Barcelona 5D-Vallvidrera-Les Planes,29,101.3
046,Barcelona 5E - Sant Gervasi,43,102.4
047,Barcelona 6A - Joanic,97,196
048,Barcelona 6B - Vila de Gràcia,69,147.5
049,Barcelona 6C - Lesseps,65,195.1
050,Barcelona6D - Vallcarca,42,124.9
051,Barcelona 7A - Sanllehy,63,152.3
052,Barcelona 7B - Sardenya,59,133.2
053,Barcelona 7C - El Carmel,48,179.6
054,Barcelona  7D - Lisboa,108,232
055,Barcelona 7E - Sant Rafael,127,264.2
056,Barcelona 7F - Lisboa,96,259.4
059,Barcelona 8C - Turó de la Peira,106,258.9
062,Barcelona 8F - Guineueta,135,240.6
063,Barcelona 8G - Roquetes,79,303.5
064,Barcelona  8H - Ciutat Meridiana,39,135
065,Barcelona 9A - Sagrera,96,189.1
067,Barcelona 9C - Congrés,133,223.3
069,Barcelona 9E - Bon Pastor,45,208.3
070,Barcelona 9F - Via Barcino,44,228.1
071,Barcelona 10A - Vila Olímpica,64,112.2
072,Barcelona 10B - Ramon Turró,53,96.4
073,Barcelona 10C - Poble Nou,57,122.2
074,Barcelona 10D - Besòs,56,132.7
075,Barcelona 10E - Encants,59,204.4
076,Barcelona 10F - Camp de l'Arpa,78,210.2
077,Barcelona 10G - El Clot,50,134.9
078,Barcelona 10H - Sant Martí,49,156.2
079,Barcelona 10I - La Pau,35,185.5
080,Bàscara,3,71.4
081,Bellpuig,4,73.2
082,Berga,33,96.7
083,Besalú,4,49.7
084,La Bisbal d'Empordà,1,2.7
085,Blanes,31,61.7
086,Les Borges Blanques,22,118
087,Les Borges del Camp,3,28.6
088,Calaf,16,136.6
089,Caldes de Montbui,44,110.5
090,Calella,16,62.8
091,Cambrils,11,23.7
092,Camprodon,1,54
093,Canet de Mar,26,104
095,Cardedeu,36,112.8
096,Cardona,7,84.9
097,Castellar del Vallès,54,136.5
098,Montserrat,8,66.6
100,Cassà de la Selva,48,83.3
101,Celrà,10,71.4
102,Centelles,28,94.6
103,La Cerdanya,15,73.7
104,Cerdanyola del Vallès 1 - Serraparera,72,137.7
105,Cerdanyola del Vallès 2 - Canaletes-Fontetes,68,153.4
106,Cervera,45,143.9
