"id","name","cases","value"
299,L'Hospitalet de Llobregat 12 (Bellvitge),111,390.6
300,La Llagosta,35,245.1
303,Reus 1 - Sant Pere,3,23.3
304,Reus 1 - Sant Pere,9,31.9
305,Reus 3 - Llibertat,17,70
306,Reus 4 - Horts de Miró,10,49
307,Reus 5 - Barri Fortuny,5,19.4
309,Rubí 1,44,147.9
310,Rubí 2 - Anton Borja,78,311.6
311,Sant Adrià Del Besòs 1 - Dr. Barraquer,94,451.8
312,Sant Adrià Del Besòs 2 - La Mina,30,207.5
314,Baix Penedès - Interior,14,97.3
315,Vall del Tenes,73,206.7
316,Vilanova i La Geltrú 1,43,167.8
317,Vilanova i La Geltrú 2,36,145.7
319,Montgat - Tiana,61,316.8
320,Barberà del Vallès,103,334.2
322,Badia del Vallès,44,323.2
324,Vandellòs i L'Hospitalet de L'Infant,2,37.6
325,Pineda de Mar,21,68.7
326,Barcelona 7G - Guinardó,153,439.8
327,Barcelona 8I - Xafarines,85,448.3
328,L'Aldea - Camarles - L'Ampolla,7,54.8
329,Lleida Rural 2-Sud,15,191.6
330,Breda - Hostalric,21,170.1
331,Barcelona 10J - Verneda Sud,52,199.7
333,Alt Camp Oest,-1,0.0
334,Almacelles,3,31.9
335,Sant Andreu De Llavaneres,38,196.9
336,Tordera,9,50.6
337,Capellades,69,641.9
338,Piera,61,360.7
339,Salou,11,49.6
340,Vila-Seca,3,18.6
341,Badalona 7A - Gran Sol,79,416
342,Badalona 7B - La Salut,55,322.2
343,Ribes De Freser-Campdevànol,-1,0.0
344,Sabadell 4A - Concòrdia,66,414.5
345,Sabadell 4B - Can Rull,107,492.3
346,Sant Joan Les Fonts,11,202.3
347,Vall d'En Bas,10,166.7
348,Mollet del Vallès 1 - Est,104,368
349,Mollet del Vallès 2 - Oest,123,560.1
350,Vic 1 - Nord,112,423.6
351,Vic 2 - Sud (El Remei),66,286.3
352,Tarragona 7 - Sant Salvador,6,58.5
353,Vilassar de Dalt,33,193.2
354,La Selva del Camp,3,41.1
355,La Roca del Vallès,21,200.5
356,Terrassa G - Sud,59,246.6
357,Calafell,13,50.9
358,Barcelona 6E - La Salut,85,326
359,Cubelles-Cunit,34,119.6
360,Martorell Rural,29,115.3
361,El Masnou-Alella,72,291.1
362,Ocata-Teià,21,133.5
363,Sant Quirze del Vallès,111,700.8
364,Tarragona 8 - Muralles,6,37.6
365,Castelldefels 1 - El Castell,81,231.8
366,Castelldefels 2 - Can Bou,46,171.9
367,Pallejà,25,237.6
368,Santa Coloma de Gramenet 6,42,222.8
369,Corbera de Llobregat,35,236
370,Abrera,10,94
371,Igualada-1,128,611.6
372,Igualada-2,131,637.7
373,Begues,19,323.8
374,Sant Vicenç dels Horts 1 - Vila Vella,43,204.4
375,Sant Vicenç dels Horts  2 - El Serral,20,180.2
376,Alt Mogent,61,296.2
377,Roda de Ter,31,294.4
378,Rubí -3,47,387
379,Lleida 7 Onze de Setembre,34,196.4
380,Vilanova i La Geltrú 3,21,102.5
381,Montcada i Reixac - 1,78,350.8
382,Montcada i Reixac - 2,37,333.7
383,Barcelona 3H - La Marina,56,276.8
384,Cerdanyola-Ripollet,37,292
385,Barcelona 8J - Cotxeres,118,420.4
386,Ripollet 1 - Centre,63,390.1
387,Ripollet 2 - Pinetons,45,355.6
388,Sant Cugat del Vallès-1,77,262.2
389,Sant Cugat del Vallès-2,89,283
390,Sant Cugat del Vallès-3,60,258.8
391,Palau-Solità i Plegamans,23,155.9
392,Polinyà-Sentmenat,32,207.5
393,Ribes-Olivella,21,111.7
394,Roquetes-Canyelles,19,104.5
395,Barcelona  9H - CAP Sant Andreu,119,349.5
396,Barcelona 9I - CAP Casernes,116,439.5
397,Vilafranca del Penedès 1,17,82.8
398,Vilafranca del Penedès 2,16,78.6
399,Castellbisbal,36,327
400,Barcelona  3I -  Badal,88,314.8
401,Viladecans 3,145,719.5
402,Barcelona  8K - Porta,106,507.4
403,Barcelona  8L - Prosperitat-Verdum,165,510.6
