"name","negative","positive"
Vall-Llobrega,3,1
Verges,4,1
Vilopriu,0,1
Abrera,50,34
Begues,22,21
Castelldefels,258,155
Catellví de Rosanes,2,6
Cervelló,31,16
Collbató,25,9
Corbera de Llobregat,40,44
Cornellà de Llobregat,316,169
El Papiol,11,6
El Prat de Llobregat,319,386
Esparreguera,58,49
Esplugues de Llobregat,175,93
Gavà,208,227
La Palma de Cervelló,4,0
Martorell,113,109
Molins de Rei,74,33
Olesa de Montserrat,86,105
Pallejà,43,35
Sant Andreu de la Barca,88,79
Sant Boi de Llobregat,342,334
Sant Climent de Llobregat,22,25
Sant Esteve Sesrovires,49,50
Sant Feliu de Llobregat,143,73
Sant Joan Despí,139,52
Sant Just Desvern,69,59
Sant Vicenç dels Horts,111,66
Santa Coloma de Cervelló,37,34
Torrelles de Llobregat,24,9
Vallirana,44,26
Viladecans,384,409
Albinyana,5,7
Banyeres del Penedès,5,6
Bellvei,3,3
Calafell,41,31
Cunit,52,27
El Montmell,5,0
El Vendrell,55,64
La Bisbal del Penedès,2,8
L'Arboç,3,7
Llorenç del Penedès,3,5
Masllorenç,0,1
Sant Jaume dels Domenys,2,2
Santa Oliva,2,6
Badalona,1209,1011
Barcelona,8483,6655
L'Hospitalet de Llobregat,1114,1146
Sant Adrià del Besòs,168,149
Santa Coloma de Gramenet,613,553
Avià,1,8
Bagà,15,14
Berga,41,63
Borredà,3,0
Casserres,3,2
Castellar de N'Hug,1,0
Cercs,1,5
Gironella,18,13
Guardiola de Berguedà,1,5
La Pobla de Lillet,1,1
Montclar,0,1
Montmajor,0,1
Puig-Reig,15,8
Saldes,0,1
Sant Julià de Cerdanyola,2,0
Alp,4,2
Bellver de Cerdanya,2,3
Fontanals de Cerdanya,0,1
Ger,0,1
Guils de Cerdanya,0,1
Isòvol,1,0
Lles de Cerdanya,0,1
Llívia,0,1
Mortellà i Martinet,2,0
Puigcerdà,19,18
Urús,1,0
L'Espluga de Francolí,8,3
Montblanc,16,10
Pira,2,1
Rocafort de Queralt,2,0
Santa Coloma de Queralt,16,8
Sarral,3,3
Solivella,1,2
Vallfogona de Riucorb,0,1
Vilanova de Prades,1,0
Vilaverd,1,0
Vimbodí i Poblet,4,0
Canyelles,19,7
Cubelles,38,20
Olivella,5,1
Sant Pere de Ribes,99,53
Sitges,101,51
Vilanova i la Geltrú,250,150
Arbeca,3,2
Bellaguarda,1,6
Bovera,1,0
Castelldans,4,0
Cervià de les Garrigues,3,0
El Cogul,1,1
El Vilosell,1,3
Els Omellons,0,1
Fulleda,1,0
Juncosa,3,0
Juneda,19,14
La Floresta,1,0
La Granadella,4,2
La Pobla de Cérvoles,1,0
l'Albagés,3,0
Les Borges Blanques,13,7
Puiggròs,1,1
Vinaixa,1,0
Argelaguer,1,0
Besalú,9,6
Castellfollit de la Roca,1,1
La Vall de Bianya,7,4
La Vall d'En Bas,9,8
Les Planes d'Hostoles,1,4
Les Preses,5,10
Maià de Montcal,1,2
Mieres,3,0
Montagut i Oix,1,2
Olot,108,148
Riudaura,1,2
Sant Feliu de Pallerols,5,1
Sant Ferriol,0,1
Sant Jaume de Llierca,4,5
Sant Joan Les Fonts,17,10
Santa Pau,2,1
Tortellà,2,2
Aiguaviva,1,4
Bescanó,17,16
Bordils,4,4
Campllong,0,1
Canet d'Adri,4,1
Cassà de la Selva,35,22
Celrà,20,11
Cervià de Ter,6,4
Flaçà,2,1
Fornells de la Selva,9,10
Girona,498,390
Juià,1,0
Llagostera,31,19
Llambilles,2,1
Madremanya,1,0
Quart,16,5
Salt,111,95
Sant Andreu Salou,1,0
Sant Gregori,34,15
Sant Joan de Mollet,0,1
Sant Jordi Desvalls,1,4
Sant Julià de Ramis,12,13
Sant Martí de Llémena,5,2
Sant Martí Vell,1,0
Sarrià de Ter,20,21
Vilablareix,11,11
Alella,45,34
Arenys de Mar,67,34
Arenys de Munt,39,20
Argentona,36,38
Cabrera de Mar,17,7
Cabrils,37,17
Caldes d'Estrac,11,7
Calella,34,24
Canet de Mar,84,14
Dosrius,24,11
El Masnou,95,67
Malgrat de Mar,33,13
Mataró,548,273
Montgat,75,41
Palafolls,10,7
Pineda de Mar,101,20
Premià de Dalt,37,24
Premià de Mar,103,86
Sant Andreu de Llavaneres,46,26
Sant Cebrià de Vallalta,8,1
Sant Iscle de Vallalta,3,1
Sant Pol de Mar,19,10
Sant Vicenç de Montalt,26,10
Santa Susanna,7,4
Teià,47,12
Tiana,49,34
Tordera,46,9
Vilassar de Dalt,34,20
Vilassar de Mar,76,54
Calders,5,4
Castellcir,1,1
Castellterçol,10,1
Collsuspina,1,1
L'Estany,2,0
Moià,18,12
Monistrol de Calders,0,1
Sant Quirze  Safaja,1,0
Santa Maria d'Oló,2,1
Alcanar,18,3
Amposta,45,18
Freginals,0,1
Godall,1,0
La Galera,1,0
La Sénia,8,1
Mas de Barberans,2,0
Masdenverge,1,0
Sant Carles de la Ràpita,29,3
Sant Jaume d'Enveja,9,0
Santa Bàrbara,7,4
Ulldecona,8,2
Àger,10,34
Albesa,0,1
Algerri,2,0
Alòs de Balaguer,1,0
Artesa de Segre,5,2
Balaguer,65,81
Bellcaire d'Urgell,2,2
Camarasa,2,7
Castelló de Farfanya,1,1
Cubells,2,0
Ivars de Noguera,2,0
La Baronia de Rialb,0,1
La Sentiu de Sió,3,1
Les Avellanes i Santa Linya,1,1
Montgai,0,1
Os de Balaguer,3,1
Penelles,4,0
Ponts,3,5
Térmens,2,2
Torrelameu,1,1
Vallfogona de Balaguer,6,2
Vilanova de Meià,1,0
Balenyà,19,40
Calldetenes,9,21
Centelles,32,19
El Brull,1,2
Espinelves,1,0
Folgueroles,9,2
Gurb,11,12
Les Masies de Roda,0,2
Les Masies de Voltregà,8,12
L'Esquirol,14,13
Lluçà,2,0
Malla,1,0
Manlleu,60,95
Montesquiu,4,6
Muntanyola,3,1
Olost,1,4
Orís,1,3
Oristà,0,2
Prats de Lluçanès,10,5
Roda de Ter,20,20
Rupit i Pruit,0,2
Sant Bartomeu del Grau,3,1
Sant Boi de Lluçanès,4,2
Sant Hipòlit de Voltregà,16,22
Sant Julià de Vilatorta,15,26
Sant Martí de Centelles,4,0
Sant Pere de Torelló,6,8
Sant Quirze de Besora,3,12
Sant Vicenç de Torelló,4,6
Santa Eugènia de Berga,11,7
Santa Eulàlia de Riuprimer,7,14
Seva,8,4
Sora,1,0
Taradell,31,31
Tavèrnoles,1,0
Tona,45,43
Torelló,29,53
Vic,188,205
Viladrau,3,0
Vilanova de Sau,1,1
Conca de Dalt,1,2
Gavet de la Conca,2,3
Isona i Conca Dellà,5,1
La Pobla de Segur,20,46
Salàs de Pallars,0,2
Senterada,1,0
Talarn,2,0
Tremp,43,11
Alins,1,0
Alt Àneu,1,1
Espot,0,2
Esterri d'Àneu,0,2
La Guingueta d'Àneu,0,2
Rialp,1,1
Sort,7,5
Banyoles,71,58
Camós,3,1
Cornellà del Terri,9,5
Crespià,0,1
Esponellà,4,1
Fontcoberta,11,2
Porqueres,15,10
Sant Miquel de Campmajor,1,0
Serinyà,10,4
Vilademuls,3,0
Barbens,7,2
Bell-Lloc d'Urgell,8,10
Bellvís,4,2
Castellnou de Seana,1,1
El Palau d'Anglesola,4,3
El Poal,0,1
Fondarella,5,1
Golmés,4,1
Ivars d'Urgell,1,0
Linyola,7,0
Miralcamp,1,4
Mollerussa,23,23
Sidamon,0,2
Torregrossa,3,5
Vilanova de Bellpuig,5,1
Vila-Sana,4,0
Bellmunt del Priorat,4,0
Cabacés,2,0
Capçanes,1,0
Cornudella de Montsant,3,2
El Masroig,3,0
El Molar,2,0
Els Guiamets,4,0
Falset,19,2
La Morera de Montsant,1,0
La Vilella Alta,1,0
Marçà,3,0
Margalef,0,1
Poboleda,1,0
Porrera,4,0
Ulldemolins,1,0
Ascó,4,1
Benissanet,3,0
Flix,14,1
Garcia,1,0
Ginestar,3,2
La Palma d'Ebre,0,1
La Torre de l'Espanyol,1,1
Miravet,2,0
Móra d'Ebre,18,3
Móra la Nova,8,1
Rasquera,2,0
Riba-Roja d'Ebre,1,0
Tivissa,3,0
Vinebre,2,0
Campdevànol,8,6
Camprodon,7,1
Gombrèn,0,1
Llanars,2,1
Molló,4,0
Ogassa,1,0
Pardines,0,1
Ribes de Freser,2,3
Ripoll,24,35
Sant Joan de les Abadesses,13,11
Sant Pau de Segúries,1,1
Setcases,2,0
Vilallonga de Ter,1,1
Biosca,2,0
Cervera,49,23
Estaràs,0,1
Granyena de Segarra,0,1
Guissona,27,37
Ivorra,1,1
Les Oluges,1,1
Massoteres,1,1
Montoliu de Segarra,1,0
Ribera d'Ondara,0,1
Sanaüja,1,0
Sant Guim de Freixenet,6,3
Sant Ramon,1,1
Talavera,0,2
Torà,6,0
Torrefeta i florejacs,0,3
Aitona,11,7
Albatàrrec,5,4
Alcanó,0,1
Alcarràs,39,14
Alcoletge,8,7
Alfarràs,14,6
Alguaire,6,7
Almacelles,23,7
Almenar,25,10
Alpicat,23,10
Artesa de Lleida,4,6
Benavent de Segrià,7,4
Corbins,3,0
Els Alamús,2,1
Gimenells i el Pla de la Font,7,1
La Granja d'Escarp,2,0
La Portella,3,1
Llardecans,3,1
Lleida,538,372
Maials,1,5
Puigverd de Lleida,5,2
Rosselló,9,4
Seròs,3,2
Soses,1,3
Sudanell,2,1
Sunyer,1,0
Torrefarrera,13,10
Torres del Segre,24,5
Torre-Serona,2,0
Vilanova de la Barca,10,0
Vilanova de Segrià,5,2
Amer,5,4
Anglès,14,9
Arbúcies,30,7
Blanes,199,53
Breda,8,6
Brunyola,0,1
Caldes de Malavella,26,21
Fogars de Tordera,5,1
Hostalric,23,8
La Cellera de Ter,9,3
Lloret de Mar,50,51
Maçanet de la Selva,29,4
Massanes,3,5
Riells i Viabrea,15,7
Riudarenes,8,4
Riudellots de la Selva,6,0
Sant Feliu de Buixalleu,1,3
Sant Hilari Sacalm,13,38
Sant Julià del Llor i Bonmatí,4,1
Santa Coloma de Farners,50,41
Sils,26,11
Susqueda,1,0
Tossa de Mar,8,2
Vidreres,25,17
Vilobí d'Onyar,8,5
Navès,0,1
Olius,1,3
Riner,0,1
Solsona,7,4
Altafulla,6,3
Constantí,23,8
Creixell,8,6
El Catllar,12,3
El Morell,7,4
Els Pallaresos,20,34
La Canonja,26,5
La Pobla de Mafumet,11,2
La Pobla de Montornès,1,3
La Riera de Gaià,1,1
La Secuita,4,3
Perafort,3,2
Roda de Berà,8,8
Salou,79,29
Tarragona,573,173
Torredembarra,15,28
Vespella,2,0
Vilallonga del Camp,11,3
Vila-Seca,16,16
Arnes,2,0
Batea,5,0
Bot,1,0
Caseres,1,2
Corbera d'Ebre,2,0
Gandesa,6,1
Horta de Sant Joan,1,1
La Fatarella,2,0
La Pobla de Massaluca,3,1
Agramunt,17,4
Anglesola,3,1
Belianes,2,1
Bellpuig,11,3
Castellserà,4,3
Ciutadilla,1,0
Els Omells de na Gaia,1,0
Guimerà,1,0
La Fuliola,6,28
Nalec,0,1
Preixana,0,1
Puigverd d'Agramunt,0,2
Sant Martí de Riucorb,2,1
Tàrrega,50,33
Tornabous,3,4
Verdú,5,2
Vilagrassa,1,4
Badia del Vallès,54,50
Barberà del Vallès,135,137
Castellar del Vallès,139,104
Castellbisbal,42,34
Cerdanyola del Vallès,257,276
Gallifa,0,2
Matadepera,49,44
Montcada i Reixac,134,138
Palau-Solità i Plegamans,50,39
Polinyà,24,26
Rellinars,3,1
Ripollet,146,143
Rubí,288,301
Sabadell,1245,1176
Sant Cugat del Vallès,334,310
Sant Llorenç Savall,48,32
Sant Quirze del Vallès,121,155
Santa Perpétua de Mogoda,103,88
Sentmenat,38,20
Terrassa,1208,935
Ullastrell,10,19
Vacarisses,24,12
Viladecavalls,36,29
Aiguafreda,12,9
Bigues i Riells,34,19
Caldes de Montbui,60,58
Campins,2,2
Canovelles,45,31
Cànoves i Samalús,9,11
Cardedeu,65,41
Figaró-Montmany,1,18
Fogars de Montclús,1,0
Granollers,246,169
Gualba,13,1
La Garriga,67,37
La Llagosta,57,42
La Roca del Vallès,34,25
L'Ametlla del Vallès,29,14
Les Franqueses del Vallès,91,47
Lliçà d'Amunt,54,42
Lliçà de Vall,33,20
Llinars del Vallès,58,24
Martorelles,17,15
Mollet del Vallès,263,313
Montmeló,37,28
Montornès del Vallès,68,95
Montseny,3,0
Parets del Vallès,79,102
Sant Antoni de Vilamajor,32,25
Sant Celoni,110,27
Sant Esteve de Palautordera,17,6
Sant Feliu de Codines,12,11
Sant Fost de Campsentelles,52,36
Sant Pere de Vilamajor,22,8
Santa Eulàlia de Ronçana,11,13
Santa Maria de Martorelles,4,1
Santa Maria de Palautordera,33,14
Vallgorguina,15,5
Vallromanes,11,5
Vilalba Sasserra,5,24
Vilanova del Vallès,33,16
